Sl No,Parva,Kandah <M>,Kandah Name,Sama Name,Swara Symbols
616,पवमानपाठः,Kandah 5,पञ्चम खण्डः,द्विहिङ्कारञ्चवामदेव्यम्,पि शू | षौ कू त टा | ट त कू त टा | पि प्ला | प्ल शा |
617,पवमानपाठः,Kandah 5,पञ्चम खण्डः,अङ्गिरसामुत्सेधनिषेधौ द्वौ,षु फु खा ण फ प्ल | क टिच् य टा | ख श शृ | क कि कि या टा | ख श शृ | खि त्र | ख | तू ति श | चू थ टा ता | टा ख श खा ण श | क कि टा ती | टा ख श खा ण श | खि त्र | ख |
618,पवमानपाठः,Kandah 5,पञ्चम खण्डः,सोमसामानिषट्,ती | थाच् यि ट | की च य टा | टा ट त षू यि टा | कि ख शि | टि ख | खी प्ली श | की क था पि ण | यू प श | खि श ख णा | टि ख प्ल | प्ल शा | षु ती ता | ति टि | ख श | ट त कू ता टि | ख श | ट त का ता टि | ख श | षु ती ता | की की कु कु शु | ख श | टि ख प्ल | प्ल शा | षै तू | षू कू पी शा | ता टि | ख श खि ण | णा च क फ | प्ल शा | षु चा टा त प शू | क की थिच् क कि प्लि श | क पी श च | ख प्ल | शा |
619,पवमानपाठः,Kandah 5,पञ्चम खण्डः,विष्णोररणीद्वे,ती | टाच् चा शा | टूच् श चा शि | षू टी चा शा | कू टाट् खा शि | खा श | ती | षी टू त भि त टि | षू यी प श | भि त | की प प्ल | प्लि | शा |
620,पवमानपाठः,Kandah 5,पञ्चम खण्डः,आङ्गिरसानित्रीणि,तु ति | खि श खि णा | षू चि प श्रृ | त प प्ल प्लि | शा | तू ता | च टि खाणफप्ल श | ख श | टा टि टी खाणफप्ल् | ख श | टा टि खाणफप्ल् | ख शा | षी फु खा शु | की टि ता | षू का टि त | टी ता | टा ट खाण् श | प शा |
621,पवमानपाठः,Kandah 5,पञ्चम खण्डः,औक्ष्णोरन्ध्राणित्रीणि,ती | ती टा ख शा ती श टा ख शा ती टा ख ण | चि पा श | क प प्ल प्ला | शा | ती | चि ट चा था या पा खि ति की च य टा | टिट् ख शि | टा ख | ती | च चि य टच् य टा का चा श | य टच् य टा क चि ची | य टच् य ट ट ख शि | ख श |
622,पवमानपाठः,Kandah 5,पञ्चम खण्डः,औक्ष्णोनिधनानित्रीणि,ता त | षू ट त | कू भि त | की क कि भु त | टि त | क प प्ल प्ला | शा | षी तू त श | षी टि ख ण | खा ति क कि या पा खा ता | क प प्ल प्ला | शा | फी शा का | टा टा टा टि | की की भु त | टि त | क प प्ल प्ला | शा |
623,पवमानपाठः,Kandah 5,पञ्चम खण्डः,वाजजिच्चा,तू | टा टाच् य टा था चि श | टाच् य टि था की चि | टाच् य टा था कि टि | क कि तच् |
624,पवमानपाठः,Kandah 5,पञ्चम खण्डः,द्वभ्यासञ्चसौहविषंवसिष्ठस्यवापिप्पलि,षू तु त | की टी ट त त की कीच् | का टा त त श | टा खण् श | प शा |
625,पवमानपाठः,Kandah 5,पञ्चम खण्डः,वैश्वदेवेच,त कि थाच् का य ट | त चू का य ट | त षू ची कच् क या टा | त की थाच् का य ट | त खण् श | प शा | कि ख की | कि टू त टा त | की की भु त टा त | थ कि भु त टा खण् | प शा |
626,पवमानपाठः,Kandah 5,पञ्चम खण्डः,इन्द्रसामच,ती | ता टि | ख शू | ता टि | ख शू | की का टि भ | ख शु | ता टि | ख प्ल |
627,पवमानपाठः,Kandah 5,पञ्चम खण्डः,वैश्वदेवञ्चैव,षु ता ता | कि षी टूच् य टा त | की श कुच् का टाच् य ट ता | थ श कु श टाच् य ट खण् | प शा |
628,पवमानपाठः,Kandah 5,पञ्चम खण्डः,इन्द्रसामानित्रीणि,षृ तु त | टा खा त्र | क टी खा त्र | च कुच् क टच् य टि खा त्र | ता टाख् | षु ता त | टा खा त्र | क टी खा त्र | कि कु टा खा त्र | ता टाख् | षु ता त | का टु ख ण | की षु टा खा णा | कि टाट् ख शि | ख प्ल |
629,पवमानपाठः,Kandah 5,पञ्चम खण्डः,स्वःपृष्ठमाङ्गिरसम्,टा खि खा फा का | टा खा खा क का | टा खा खा फा का श | टिट् ख शि | ख प्ल | ख शप्ल् ख ण | कि टाट् ख शि | ख प्ल |
630,पवमानपाठः,Kandah 5,पञ्चम खण्डः,सोमसामच,षू ती | यी टा | षू पि ता | काच् का टट् खा शि | ख प्ल |
631,पवमानपाठः,Kandah 5,पञ्चम खण्डः,आदित्यानाञ्चपवित्रम्,षी तू श | षे टु तच टि ता | टीट् ख शि | ख श |
632,पवमानपाठः,Kandah 5,पञ्चम खण्डः,सोमसामनीद्वे,षू ता | ख प्ल | कीच् क टीट् ख शि | कि च थि टुट् ख शि | तीच् | ती | टा टि | टू टि | षु टु टा | टा टिच् क टा खण् | प प्ला |
633,पवमानपाठः,Kandah 5,पञ्चम खण्डः,स्वःपृष्ठञ्चैवाङ्गिरसम्,ती | का चा था टाच् क टा टि | षु टू खा श | ख श | टि टिच् क टा खण् | प शा |
634,पवमानपाठः,Kandah 5,पञ्चम खण्डः,सोमसामचैव,खी प्लु | टू खा ण | की श टी ख ण | कि खि ण टट् ख शि | ख प्ल |
635,पवमानपाठः,Kandah 6,षष्ठ खण्डः,औशनानित्रीणि,चा फा ता कू खि श | चा फा का की कि खा श | चा फ ता टी कि खा शा | चा फ ता का कि पि खि | त्र श | का फ खि ण | षी कि खि श | टु कि खा श | टु कि खा शा | का फ खि ण | कि कि पि खि | त्र श | ता | षु टि थ | टु कि खा ण | षी टू त श | कि कि पि खि | त्र श |
636,पवमानपाठः,Kandah 6,षष्ठ खण्डः,प्रशस्यजानस्याभीवर्तौद्वौ,का ता | षी कि खि श | ति ता टु कि खा श | ति ता | टु कि खा शा | ति ता | कि कि पि खि | त्र श | ति | षी टू त कि | काच् क का | षु टु त का काच् क का | षु टु त श का काच् क का | कि कि टि का ख प्लि शा | ख श |
637,पवमानपाठः,Kandah 6,षष्ठ खण्डः,प्रजापतेर्वाजसनिनीद्वे वाजजितौद्वौ वाराहाणिवा,क टाच् भी टा त | टी टीच् टा त | टीच् भी टा त | टी टी खि शि | ख | टिच् भी टि | टी टीच् टि | टी भी टि | टी ट खा शि | टा ख | चू शा का ख श | चि चा क कि ख श | थू कि ख श | चि का टा ति | ख | ति चा कि की खा प्ल | क टी कि खा श | की की खा प्ल | ति चा | च क टि पि खि श | त्र |
638,पवमानपाठः,Kandah 6,षष्ठ खण्डः,अङ्गिरसांसङ्क्रोशास्त्रयः देवानांवा सामसुरसे द्वे,टा टा त त श टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | टि च श टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | क टि कच् श टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र |
639,पवमानपाठः,Kandah 6,षष्ठ खण्डः,वेणोर्विशालेद्वे,की टी किच् टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | की टी किच् टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र |
640,पवमानपाठः,Kandah 6,षष्ठ खण्डः,गौतमस्यतन्त्रातन्त्रेद्वे,चा फा ती काच् फ ण | टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | टी ख प्लिङ् टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र |
641,पवमानपाठः,Kandah 6,षष्ठ खण्डः,अगस्तयस्ययमिकेद्वे,का ता टी का त्र ख प्ला ङ | टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | ख प्ल ङ टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र |
642,पवमानपाठः,Kandah 6,षष्ठ खण्डः,मरूताङ्कालकाक्रन्तौ,का ख फा त तच् | टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र | टिच् क ख फा फा त त तच श टु का खि प्ल | णाफ् ख शि | टू कि खा श | का कि काच् क च श | क टु कि खा प्ल | का कि काच् क च श | क कु पि खा | त्र |
643,पवमानपाठः,Kandah 6,षष्ठ खण्डः,वासिष्ठानिषट्,खा क था | टि कि खा प्ल | खा क था | टी कि खा श | खा क था | टी कि खा श | खा क था | भि कि खा श | पि खा | त्र | खु क था | टि कि खा प्ल | खु क था | टी कि खा श | खु क था | टी कि खा श | खु क था | भि कि खा श | पि खा | त्र | खु क था | टि कि खा प्ल | खू क था टी कि खा श | खू क था | टी कि खा श | खू क था | भि कि खा श | पि खा | त्र | खू क था | टि कि खा प्ल | षु खा क था | टी कि खा श | षु खा क था | टी कि खा श | षु खा क था | भि कि खा श | पि खा | त्र | षु खा क था | टि कि खा प्ल | षू खा क था | टी कि खा श | षू खा क था | टी कि खा श | षू खा क था | भि कि खा श | पि खा | त्र | ट क था टा कथ् | टु कि खा प्ल | टू कि खा श | टू कि खा श | ट क था टा कथ् | टु पि खा | त्र |
644,पवमानपाठः,Kandah 6,षष्ठ खण्डः,आश्वञ्च,टी च चा चि शि | कि कि का कु च | टुच् टिच् भि चा श | कि टु क था टि ट ता ति | तच् क टिख् |
645,पवमानपाठः,Kandah 6,षष्ठ खण्डः,सोमसामनीद्वे,ता | टा टा का थ टि खा णा | टा टा की टा खा ण | टा टा का था टा खा ण | टा टा का टि ख शि | ख | फू त फु खा प्ल | त षू कि टा त | त षू कि टि त | त षू टुट् ख शि | ख |
646,पवमानपाठः,Kandah 6,षष्ठ खण्डः,ऐषञ्च,ती | ता प षू तू त | ता प षु तू त | ता प षु तू त | ता प षु प्लि शा | ख |
647,पवमानपाठः,Kandah 6,षष्ठ खण्डः,माधुच्छन्दसम्,खा ण | ता च क टी कि खा श | टु कि ख शि | टु कि खा श | खा ण | ता च क टी पि खि | त्र |
648,पवमानपाठः,Kandah 6,षष्ठ खण्डः,सोमसामानिचत्वारि,चु किच् का टा | ति चा किच् का टा | षी की टा त | कि टा पि खा श | त्र | षु ती खा त्र | प श त्र | कि का कि चि | टा खा ण | खी खा त्र | कि कु टिख् | षो तो श षू चू | क टी कि खा श | कि टि कि खा प्ल | कि कि कि ख श | षो तो श | षू चू | कि टा पि खा श | त्र | षौ तो श षू चु श | क टी कि खा श | कि टि कि खा प्ल | कि कि कि ख श | षौ तो श | षू चु श | कि टा पि खा श | त्र |
649,पवमानपाठः,Kandah 6,षष्ठ खण्डः,मरूतांव्रतोपोहस्सम्पद्वा,क टा क टा टा ट त त | टु कि खा श | च कि क कि खा प्ल | टु कि खा प्ल | क टा क टा टा ट त त | की पी खा | त्र श |
650,पवमानपाठः,Kandah 7,सप्तम खण्डः,कूत्सस्याधिरथ्यानित्रीणि,ख श खि ण | कि टि खु श | कि टु खि श | कि की खि प्ल | कि टा कि खा त्र श | ख श खी प्ला श | श | फा त त | कि टी खु श | कि टु खि श | कि की खि प्ल | फा त त | कि टा पि खा | त्र श | फा त त | क था टी खु श | क था टु खि श | क था टी खि प्ल | फा त त | क था टा पि खाणफप्ल | ख श |
651,पवमानपाठः,Kandah 7,सप्तम खण्डः,वैश्वज्योतिषाणित्रीणि,ति शा भु च क टु | ति षी चु टु | ति शा चु का टी | ति शा चु क टू | खि प्ल श | श | टी का खा श | क टी कि खा श | क टी कि खा श | क कि पी खि श | त्र | ति शा षी खी खा प्ल | ति शा षु खि खा श | ति शा षी खी खा प्ल | ति शा षी खी खा प्ल | खा प्ल श | श |
652,पवमानपाठः,Kandah 7,सप्तम खण्डः,वाचस्सामनीद्वे,फा फा फ णि फी फ | फा फा फ ण फी फ श | फा फा फ णि फी फ | फा फा फ प्लु शी | श | की प णि फी त | की प ण फी त श | क की प णा फी त | की प प्लु शी | श |
653,पवमानपाठः,Kandah 7,सप्तम खण्डः,दाशस्पत्यानिषट्,ता | षा कु ट त | टा कू टा त | टा कु टा त | टाच् क टू ति | ख | ती त | त प षु तू त | त प षी तू त | त प षू ती त | त प प्लू शा | ख | था टाच् कूच् क टि त | षी किच् क टि त | षि कुच् क ती | थ टि पा प्लु | प्ल शा | षु तू त श | कि खि श | का की कु खि श | क टूच् कु खि श | की टी पा प्लु | प्ल शा | षी तु त | षी तू श | षु तू श | षु तु खि शि | त टा ख | षु ता त | ती ति | का था का ता ति | क की की | ता ति | टट् ख शि | ख क च श | थि की ता ति | टाट् ख शि | ख | चा कि की ता ति | टट् ख शि | ख |
654,पवमानपाठः,Kandah 7,सप्तम खण्डः,कश्यपस्यचशोभनम्,ती | टि काच् चि | क थाच् कि ख शी | षु टू कथ् टु पि खा | त्र |
655,पवमानपाठः,Kandah 7,सप्तम खण्डः,आत्रम्,षु चि टि | ता चि काच् का टा | ति का चि का ट कि का ट क टा क ता | त कि कि खी |
656,पवमानपाठः,Kandah 7,सप्तम खण्डः,अपांसाम,षू तू त श | खि शप्ल् त त श | चि पा णि फ फाप्ल त श | षु टि का फ त त त क चू क फ त त ख शि | त टख् |
657,पवमानपाठः,Kandah 7,सप्तम खण्डः,श्नौष्टाणित्रीणि,तु त श | कु टा त ट च का ट त | कथ् षी कि टा त ट च का ट त | षु का टा त ट च का ट त | षा कू टा त | ट च का टट् ख शि | त तिच् | ता ती त श | ती टा त का का ट त | षु कि टा त का का ट त | षु का टा त का का ट त | षि कु टा त | का का टट् ख शि | त टिख् | खि श खि श त प श ति | चा चा कि कि काच् क टा टा टाख | कथ् की कू चा टि टा खा | चा चा कि कुच् टि टा खा | खि श खि श त प प्ल ति | कि कु कि काच् टि टा खा |
658,पवमानपाठः,Kandah 7,सप्तम खण्डः,वासिष्ठम्,भि त | क टा पी श | ख श | भि त | टिच् क पि श ख | भि त | टिच् पि श | ख श | भि त | टिच् क पी शि | ख |
659,पवमानपाठः,Kandah 8,अष्टम खण्डः,नकूलस्यवामदेवस्यप्रेंखौद्वौ,ती | खि ण | टी ता भि | ख श | टी ता भि | ख श | टी ता टि | ख श | ती | त पा श | काच् क ट ट था ट | त पि श | च था ट ट था ट | त पि श | च था ट ट था ट | टट् ख शि | त टाख् |
660,पवमानपाठः,Kandah 8,अष्टम खण्डः,महाकार्क्तवेशञ्च,ति खि णा | त का खि ण | चा क ख शु | च कि क ख | यू पा श | चा क ख शु | क टि ख |
661,पवमानपाठः,Kandah 8,अष्टम खण्डः,और्ध्वसद्मनञ,षु तु त श | षु टू च षी टू च श | च था कि खा त्र | कीच् क टु ताच् |
662,पवमानपाठः,Kandah 8,अष्टम खण्डः,श्यावाश्वञ्च,चा य प प्ल खी णा | कु टि टि | कि पा श त त | क ट टि | का पी श ख प्ल | शा |
663,पवमानपाठः,Kandah 8,अष्टम खण्डः,आन्धीगवञ्च,षी तू त | पु श टाट् | टाच् की ती | पा शा | ट टा त क टा ख प्ल | प्ल शा |
664,पवमानपाठः,Kandah 8,अष्टम खण्डः,क्रौञ्चानित्रीणि,का कु चि | ती टा ख | त्र श | का की च शा | ति टा ख | त्र श | षी तू | क चि था टा क थ चा श | चि टा यि टा | टी त | का टी खण् | प शा | चा क फप्ल् खी प्लि | त टि खाणफप्ल | ख श | चि टुख | टा त | टि खण् श | प शा |
665,पवमानपाठः,Kandah 8,अष्टम खण्डः,गृत्समदस्यसूत्राणि चत्वारि,था प ण | का क टी का प ण | काच् कि ता प ण | टु चा टा ता प ण | चा टा टाख् | त त की ख शप्ल् त ख शि | ख श | त त कु ख शप्ल् त ख शि | ख श | त त कु टी ख शप्ल् त ख शि | ख श | त त कि टा खा शप्ल् त ख शि | ख प्ल | षु तु | चा य ट का या ट | की की का ख णा श | चा य ट श | पि श ख प्ल | शा | फ णा प्ला फा खा शी | ता था की की शी | ख श | टि त टा त श | चा ट खण् | प शा |
666,पवमानपाठः,Kandah 8,अष्टम खण्डः,आकुपारम्,चू का प प्ली ङी श | कू थच् पा प्ल ङि श | षु चा क प प्ली ङु श | षि ची क प प्ली प्ली | शा |
667,पवमानपाठः,Kandah 8,अष्टम खण्डः,त्वाष्ट्रीसामनीद्वे,ती | ता ता कि त ता त ता ख | चा श | ता ता त का ख चि | ता ता त ता ख | षी ती | टा टा खाणफप्ल् | ख प्ल | टी तू | चा टि खण् | प शा |
668,पवमानपाठः,Kandah 8,अष्टम खण्डः,सोमसामानिचत्वारि वासिष्ठानिवा मदाईनिधनानिवा त्वाष्ट्रीसामानी,खा प्ली | क कु का टा खा श | षू ता | चा टि खण् | प शा | षू तू | यु टच् य ट कु की शा | ख प्ल | टि ख प्ल | प्ल शा | षी तू त श | था च य टा | था टि ख णा | की ट भि | ता टा खा ण | ची क य टा | था खी ण श | टट् ख शि | ता टख् | षि तु त | ची क य टा टि | की ट टि टा | ची क य टा टा | था पी ण श | टट् ख शि | ता टख् |
669,पवमानपाठः,Kandah 8,अष्टम खण्डः,त्वाष्ट्रीसामनीचैव,टी चा टि | टी चि टि | टी क थ टि | टी त प्ला प प्ल प्ला | शा | णा च कफ् त चा पि | फा फाप्ल् त चि पि | णा फाप्ल् त त थ पि | फा फाप्ल् त त प्ला ख प्ल प्ला | शा |
670,पवमानपाठः,Kandah 8,अष्टम खण्डः,क्रौञ्चेद्वेशार्मदेवा,ती | का ट भि ता ति | का था भी ता ति | का था ट भि ता ति | फ ता प श ख प्ला | शा | फा खी शा | की कि ख | टि खा श | क कि टाख् | तच् चा | टि खाण् | प शा |
671,पवमानपाठः,Kandah 8,अष्टम खण्डः,सोमसामानि त्रीणि,ती | टट् ख शि | ख श | टि का कि टू टि | टू टा | खि शा | ती | की चा का का ट त श | चि टिच् क टि ट त श | षी टीट् ख शि | ता ट ख | टा कि शि खा श | टा क च खा श खा श | टा च श खि श खा श | टा कि खु | त्र |
672,पवमानपाठः,Kandah 8,अष्टम खण्डः,क्रौञ्चञ्चैव उद्वद्ववा,की प प्ला ता | की प प्ला ता | क कि प प्ला ता | कु प प्ली | श | श |
673,पवमानपाठः,Kandah 8,अष्टम खण्डः,सोमसामचैव,तु ती | तु ती | कु ती | कु ती | षू प्लि शा | चा टख् |
674,पवमानपाठः,Kandah 8,अष्टम खण्डः,प्रैय्यमेधानि त्रीणि,ख ण | षा यु ट | षी यु ट | षु यी ट | षी पी प्ल | ख प्ल | फा खी शा | ता ता का ख ण | ती का ख ण | का की कथ् टि खण् | प शा | षु ती शा | षू ति शा | तू तु त श | की शा | ख श | टि ख प्ल | प्ल शा |
675,पवमानपाठः,Kandah 8,अष्टम खण्डः,औशनंवैरूपम्,पि शु | था टा खि ण | षि ती त | टि खी | त्र |
676,पवमानपाठः,Kandah 9,नवम खण्डः,कावम्,खि श खि ण श | क टि खि श खि ण | क भि खि श खि ण | क भी खि शा खि ण | ता टि | ख प्ल |
677,पवमानपाठः,Kandah 9,नवम खण्डः,प्रजापतेर्वाजसनिनीद्वे,त चा क फ | त चि ता चि ता चा क फ | त चि ता | चि ता | चा क फ | त चि ता चा क फ | त चा क फ | त चि ता | प्लु | प्ल शा | षू ति | कि खा ण | टि की ति श चा चा श | ट कि ची चा क च श | कू कि ता टि | त टख् |
678,पवमानपाठः,Kandah 9,नवम खण्डः,वाजिजितौद्वौ,क कीच् शी की पा शै | था किच् शी की पा शे | था चि शि की पा शै | का किच् कि टी पा षी प्ली शि | क क तच् | क की कु शि का च श | था कि कु कू च श | था कि की शि की च श | का कि की की टाट् ख शि | क कि कि टा ख |
679,पवमानपाठः,Kandah 9,नवम खण्डः,कावञ्चैव,ता त | षि कू टि | षु कु टि श | षी कु टा | खि शा ता टा टि ख | त्र |
680,पवमानपाठः,Kandah 9,नवम खण्डः,सामराजानित्रीणि विशालानिवा उद्वन्तिवा सम्पद्वा तृतीयम्,का टा कथ् च टा त चि | था टा चि टा त चि | चि ट कथ् टि त चि | था टा चा टि त किच् श | टख् | का खु शी | का चूख् शु | चु कच् खि शी | का षि की फ प्ला श | श | ति की था खा श चि | ति की थाच् क का ख शा खि | ति चू क खि क खि | ति चि काच् क च खा शु | ख |
681,पवमानपाठः,Kandah 9,नवम खण्डः,आङ्गीरसानित्रीणि,ता त श | षि कु टा | षी कि कि टि | खा शा खा शा खू ण श | का खा शा खा श खि ण | टा ता | ख प्ल | ति त | षि का ट | षी कु टि | टि ख श खि श खी ण | त टा ख श खि ण | खी | त्र | ती त श | षि कु टा | षी कू टि | ट ता ट ख ण फु त त | ट त ट ख ण फि खि | त्र |
682,पवमानपाठः,Kandah 9,नवम खण्डः,औशनम्,क टीच् क टा खी ण | टुच क टा खि ण | टूच् क टा खि ण | क टी क टा खी | त्र |
683,पवमानपाठः,Kandah 9,नवम खण्डः,प्रवत्भार्गवम्,त चि फा टी चि | का का भु ची | था का शा भी चि श | थ की भी चा च श | टख् |
684,पवमानपाठः,Kandah 9,नवम खण्डः,विरूपस्यचतन्त्रे,त चि था टी पि चा क फ चा क फ खि शा | था का शा भी पी चा क फ चा क फ खि | त्र | खि ण | पी श का फ चा क फ पु श का फ | चा क फ पु श का फ श | चा क फ टी खि | त्र |
685,पवमानपाठः,Kandah 9,नवम खण्डः,भार्गवञ्चैव,षू तू खा | ता पण् षू ती खा | ता पण् षू ती खि श | ता पण् षू खि | त्र |
686,पवमानपाठः,Kandah 9,नवम खण्डः,यामम्,था चा | षू पा चा फा | षु पि चा क फ | षी पु चा क फ श | था चा | यु टि खि | त्र |
687,पवमानपाठः,Kandah 9,नवम खण्डः,दार्शशीर्षेद्वे,कि खा ङि | चि क कि ख ङि | कि खा ङि | च किच् कि ख श ङि | की ख ङि | किच् कि ख ङि | कि ख ङि | ती का कि ख प्लि | प्ल शा | ती त त श | चु था ट त त त श | चा चा चा थ टि त त त श | की की चि चा थ ट त त त श | कि की चि थ टा त त त श | चा थ टा त त त श | कि क ट त त ख शि | तच् का टाख् |
688,पवमानपाठः,Kandah 9,नवम खण्डः,सैन्धुक्षितानित्रीणि,का टा कथ् टि त चि क ख | था टा चा टि त ची क ख | था टि कथ् टि त चि क ख | थ टा ट टी त चि क खण् | प शा | टा टा कु टि त | टा टा की टि ता | टा टि की टि त | टि टा कि टि खाण् श | प शा | कु कि या पा ता | का का कि या प का | क किच् क टि पा ति | की की य प शा ण श | ख |
689,पवमानपाठः,Kandah 9,नवम खण्डः,यामानित्रीणि,का किच् क पा शा ता श | था किच् क पा प्ल का | का किच् क पि प्ला ता | था किच् क पा प्ली | प्ल शा | खि श खि ण | क भी खि श खि ण | क टि खि श खि ण | क टि खि श खि ण | ता टट् ख शि | त टाख् | षु तू श | षू तू | षु तु | षू ति ता टट् ख शि | त टाख् |
690,पवमानपाठः,Kandah 9,नवम खण्डः,मरूतान्धेनुनीद्वे,ता | कूच् क ट कथ् टा | च खा क थ टिच् क टच् चि | खि ण | चा टीच् क कि खा ण | षू टी खि शि | त टाख् श | प षु प्लू ङ शि | षु की टा | षी कु टि श | खि णा | क टि श टा | ख त्र |
691,पवमानपाठः,Kandah 9,नवम खण्डः,वसिष्ठस्यापामीवेद्वे वायोर्वाभिकृन्दौ,की खी चा क फ | कि खु चा क फ | का षी खि चा क फ | चा श षु खू | त्र | षृ तू त | षी यू प श | षु यु प श | ख प्ल ख ण का टा ट खी | त्र |
692,पवमानपाठः,Kandah 9,नवम खण्डः,अञ्जतेव्यञ्जतेस्समञ्जतइति काक्षीवतानांसामानि त्रीणि शार्ङ्गाणिवा,क का षु टी श | का कि कि टा श | था कि कि टी | का कि की चि श | टख् | ता च ता कि चा चा क फ श | ता च श ता ट खि चा क फ श | ता च ता का खि चा क फ | ता च ता का खू | त्र श | ति | प श णि चि टा ता ट खा शी | प णा चु टा ता ट खा शु | प णा चू टा ता ट खा शु | प णा चू टा ता ट खा प्ल श | प्ल शा |
693,पवमानपाठः,Kandah 9,नवम खण्डः,आदित्यस्यार्कपुष्पे देवानांवा,की कि कु टा टा टा त त श | टीच् क टा ची टा टा टा त त श | कु कि की टा टा टा त त श | का की कू टा टा टा त ख शि | टि टा चि ट ख | की कि कीच् का ट टा | की कि कीच् का ट टा | कु कि कीच् का ट टा | कू कू टि ट ख शि | कि कच् चि ट ख |
694,पवमानपाठः,Kandah 10,दशम खण्डः,वसिष्ठस्यपदेद्वे,ती | टी खा श | का था टच् क टा खा श | चा श | चू | टि खाण् | प शा | ती | टी टि त श | का था च क टा क ट त | का था ट टि ती | टिख् शि | ता ट ख |
695,पवमानपाठः,Kandah 10,दशम खण्डः,वसिष्ठस्यानुपदेद्वे,ती | च क या टा टि | का था का टा टा | का था ट टि टा | किख् शि | ता ट ख | षृ फू त ता ख | का का का का | ची क फप्ल् त | खा शा |
696,पवमानपाठः,Kandah 10,दशम खण्डः,पौष्कलम्,क पा प्ला खा ण श | चा की ख ण | चा श | टी ख त्र | ता टाख् |
697,पवमानपाठः,Kandah 10,दशम खण्डः,ऐषिराणिपञ्च,का शा का च ण | का टा | था शा का ख ण | चा टा | का शा का ख ण | का टा | का की ख त्र | ख श | का की कि टा | था की की टा | का की कि टा | का कि टट् ख शि | ख श | क चि श का टा | क कु टा | क चि श था टिच् | क कू टा | क चि श का टाच् | क कु टा | क चि का त तट् खा शि | ख श | टा टि शा का टा का टा | था टि चा टा | का टा का टा | टा टि शा क त ट खा शि | ख श | पि शु | टा ख णा | टि पि श | टा ख ण | टि ख त्र | ता ट ख |
698,पवमानपाठः,Kandah 10,दशम खण्डः,शौक्तानिपञ्च,का टाच् टृ तच् चा शा | टि त कथ् टीच् क टा खण् श | प शा | ती | खि ण | टा ख ण टट् ख शि | ख श | चु का टाट् ख शि | ताच् | षी टि त | का षे टी टि त ट खण् श | प शा | त षू ति त | का कु पि शी | क शी क पी शू | ती श पु ता खा शि | तच् तुच् | फा खी श | टु खा श | का की ता टि खा श | टू टा खी श | ताच् |
699,पवमानपाठः,Kandah 10,दशम खण्डः,कार्णश्रवसानित्रीणिगौलोमानिवा,ख शप्ल् ख ण | क टा त | कु टाट् त | की का टि खीण् श | प शा | तू | क भि खा श | का टी खा श | शा खा श | कि का टि खा श | शा खा श | ख प्ल् | षी ति त | का टी चा टिच क ख श ति प श ख प्ला | शा |
700,पवमानपाठः,Kandah 10,दशम खण्डः,वैश्वदेवेद्वे,ता | ख शाप्ल् खा णा | टा ख ण | त पि श | कि की टा खीण् | प शा | ती | टि टि ता भी | ख | क कि ता भी | ख श | का ती टि | ख श | टा ट टीट् खा शि | खा श |
701,पवमानपाठः,Kandah 10,दशम खण्डः,इन्द्रसामनीद्वे,ती | टा खी त्र | क शी कि कि का का का | टा की ता | त ताच् | खि शी | टिच् टी च का क का | क षी टु का क का | टी का क का | टिट ख शि | च तिच् |
702,पवमानपाठः,Kandah 10,दशम खण्डः,मरूताम्प्रेङ्खःवसिष्ठस्यवा,फा प्ल खि श प्ल ता श | क टा का पा | प्ल खी शप्ल् ता श | चा का कि पा | फा प्ल खि शप्ल् ति श | चा टा क क पा | प श ख प्ला | शा |
703,पवमानपाठः,Kandah 10,दशम खण्डः,आग्नेयञ्च,टी खी ण श | टी खि ण | कू ख ण | चि पा प्लि | प्ल शा |
704,पवमानपाठः,Kandah 10,दशम खण्डः,सोमसामच,तीच् षु का क ख प्लु | टा त टा | टा त टाच् क प प्ल | प्ला | शा |
